title,degree_type,url_slug,url,row_number,URL,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
Statistics,BSc,statistics-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-bsc,380,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-bsc,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",NA
"Statistics, Economics and Finance",BSc,statistics-economics-and-finance-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-finance-bsc,381,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-finance-bsc,A*AA,"A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.",NA
"Statistics, Economics and a Language",BSc,statistics-economics-and-a-language-bsc,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-a-language-bsc,382,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/statistics-economics-and-a-language-bsc,NA,NA,NA,NA,NA,NA
Biochemical Engineering with Integrated Foundation Year,BEng (Integrated Foundation Year),biochemical-engineering-foundation-year-beng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-foundation-year-beng-foundation-year,383,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-foundation-year-beng-foundation-year,NA,NA,NA,NA,NA,NA
Biomedical Engineering with Integrated Foundation Year,BEng (Integrated Foundation Year),biomedical-engineering-foundation-year-beng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-foundation-year-beng-foundation-year,384,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-foundation-year-beng-foundation-year,NA,NA,NA,NA,NA,NA
Chemical Engineering with Integrated Foundation Year,BEng (Integrated Foundation Year),chemical-engineering-foundation-year-beng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-foundation-year-beng-foundation-year,385,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-foundation-year-beng-foundation-year,NA,NA,NA,NA,NA,NA
Civil Engineering with Integrated Foundation Year,BEng (Integrated Foundation Year),civil-engineering-foundation-year-beng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-foundation-year-beng-foundation-year,386,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-foundation-year-beng-foundation-year,NA,NA,NA,NA,NA,NA
Computer Science with Integrated Foundation Year,BEng (Integrated Foundation Year),computer-science-foundation-year-beng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-foundation-year-beng-foundation-year,387,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-foundation-year-beng-foundation-year,NA,NA,NA,NA,NA,NA
Electronic and Electrical Engineering with Integrated Foundation Year,BEng (Integrated Foundation Year),electronic-and-electrical-engineering-foundation-year-beng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-foundation-year-beng-foundation-year,388,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-foundation-year-beng-foundation-year,NA,NA,NA,NA,NA,NA
Mechanical Engineering with Integrated Foundation Year,BEng (Integrated Foundation Year),mechanical-engineering-foundation-year-beng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-foundation-year-beng-foundation-year,389,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-foundation-year-beng-foundation-year,NA,NA,NA,NA,NA,NA
Science and Engineering for Social Change with Integrated Foundation Year,BSc (Integrated Foundation Year),science-and-engineering-for-social-change-foundation-year-bsc-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/science-and-engineering-for-social-change-foundation-year-bsc-foundation-year,390,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/science-and-engineering-for-social-change-foundation-year-bsc-foundation-year,NA,NA,NA,NA,NA,NA
Biochemical Engineering with Integrated Foundation Year,MEng (Integrated Foundation Year),biochemical-engineering-foundation-year-meng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-foundation-year-meng-foundation-year,391,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-foundation-year-meng-foundation-year,NA,NA,NA,NA,NA,NA
Biomedical Engineering with Integrated Foundation Year,MEng (Integrated Foundation Year),biomedical-engineering-foundation-year-meng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-foundation-year-meng-foundation-year,392,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-foundation-year-meng-foundation-year,NA,NA,NA,NA,NA,NA
Chemical Engineering with Integrated Foundation Year,MEng (Integrated Foundation Year),chemical-engineering-foundation-year-meng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-foundation-year-meng-foundation-year,393,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-foundation-year-meng-foundation-year,NA,NA,NA,NA,NA,NA
Civil Engineering with Integrated Foundation Year,MEng (Integrated Foundation Year),civil-engineering-foundation-year-meng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-foundation-year-meng-foundation-year,394,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-foundation-year-meng-foundation-year,NA,NA,NA,NA,NA,NA
Computer Science with Integrated Foundation Year,MEng (Integrated Foundation Year),computer-science-foundation-year-meng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-foundation-year-meng-foundation-year,395,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-foundation-year-meng-foundation-year,NA,NA,NA,NA,NA,NA
Robotics and Artificial Intelligence with Integrated Foundation Year,MEng (Integrated Foundation Year),robotics-and-artificial-intelligence-foundation-year-meng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-foundation-year-meng-foundation-year,396,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-foundation-year-meng-foundation-year,NA,NA,NA,NA,NA,NA
Electronic and Electrical Engineering with Integrated Foundation Year,MEng (Integrated Foundation Year),electronic-and-electrical-engineering-foundation-year-meng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-foundation-year-meng-foundation-year,397,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-foundation-year-meng-foundation-year,NA,NA,NA,NA,NA,NA
Mechanical Engineering with Integrated Foundation Year,MEng (Integrated Foundation Year),mechanical-engineering-foundation-year-meng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-foundation-year-meng-foundation-year,398,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-foundation-year-meng-foundation-year,NA,NA,NA,NA,NA,NA
Mechanical Engineering with Business Finance with Integrated Foundation Year,MEng (Integrated Foundation Year),mechanical-engineering-business-finance-foundation-year-meng-foundation-year,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-business-finance-foundation-year-meng-foundation-year,399,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-business-finance-foundation-year-meng-foundation-year,NA,NA,NA,NA,NA,NA
Biochemical Engineering,Integrated MEng,biochemical-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-meng,400,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemical-engineering-meng,AAA,"Mathematics required, plus one from Biology, Chemistry or Physics.",English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including Mathematics at grade 6, plus one from Biology, Chemistry or Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Biomedical Engineering,Integrated MEng,biomedical-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-meng,401,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biomedical-engineering-meng,AAA,"Mathematics and Physics required at grade A. Mathematics and Physics required. Biology acceptable in lieu of Physics, if Physics grade A or 7 achieved at GCSE ",English Language and Mathematics at grade C or 4.,38,"A total of 18 points overall in three higher level subjects, including grade 6 in Mathematics and Physics, with no higher level score below 5. Biology at Higher Level acceptable in lieu of Physics, if Physics taken at Standard Level.The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Chemical Engineering,Integrated MEng,chemical-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-meng,402,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemical-engineering-meng,AAA,"Mathematics and Chemistry required. Biology, Economics, Further Mathematics, Geography, Physics and Psychology preferred.",English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects to include grades 6,6 in Mathematics and Chemistry, with no higher level score below 5. Another science at higher level preferred, but not essential. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Civil Engineering,Integrated MEng,civil-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-meng,403,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/civil-engineering-meng,A*AA,"No specific subjects, but please note the GCSE requirements below if you are not taking A level Mathematics. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language at grade C or 4. Mathematics and Physics (or Double Award) at grade A or 7 if not offered at A level.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Physics must be offered at either higher or standard level.",NA
Computer Science,Integrated MEng,computer-science-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-meng,404,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/computer-science-meng,A*A*A,A* in either Mathematics or Further Mathematics required.,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred. ,NA
Mathematical Computation,Integrated MEng,mathematical-computation-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematical-computation-meng,405,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mathematical-computation-meng,A*A*A,A* in either Mathematics or Further Mathematics required; A levels in both Mathematics and Further Mathematics preferred.,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred. ,NA
Robotics and Artificial Intelligence,Integrated MEng,robotics-and-artificial-intelligence-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-meng,406,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/robotics-and-artificial-intelligence-meng,A*A*A,A* in either Mathematics or Further Mathematics required. ,English Language and Mathematics at grade C or 4.,40,A total of 20 points in three higher level subjects including grade 7 in Mathematics. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.,NA
Electronic and Electrical Engineering,Integrated MEng,electronic-and-electrical-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-meng,407,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/electronic-and-electrical-engineering-meng,A*AA,"A* in Mathematics required, plus either Physics or Further Mathematics preferred as the second subject.  Where students have Further Mathematics but not Physics then it is preferable to have Biology, Chemistry, Design and Technology, or Electronics as the third subject.",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 in Mathematics and preferably Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. 'Mathematics: Analysis and Approaches' is preferred. ",NA
Engineering and Architectural Design,Integrated MEng,engineering-and-architectural-design-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/engineering-and-architectural-design-meng,408,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/engineering-and-architectural-design-meng,AAA,"No specific subjects, please note the GCSE Mathematics and Physics requirements below, if not offered at A level and a Comprehensive Portfolio of Creative Work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language at grade C or 4. Mathematics and Physics (or Double Award) at grade A or 7 if not offered at A level.,38,"A total of 18 points in three higher level subjects, with no higher-level score below 5. Physics and Mathematics (either Mathematics: Analysis and Approaches or Mathematics: Applications and Interpretation) must be offered at either higher or standard level.  A Comprehensive Portfolio of Creative Work required upon invitation, at application stage.",NA
Mechanical Engineering,Integrated MEng,mechanical-engineering-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-meng,409,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-meng,A*AA,"Mathematics and Physics required. A* must be in one of the required subjects. Design and Technology, Engineering, Economics, Geography, Chemistry and Biology preferred as third subject (in that order), but not essential.  ",English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. Higher level 7, 6 required in Mathematics and Physics in any order. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics preferred as third higher level subject, but not essential.",NA
Mechanical Engineering with Business Finance,Integrated MEng,mechanical-engineering-business-finance-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-business-finance-meng,410,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/mechanical-engineering-business-finance-meng,A*AA,"Mathematics and Physics required. A* must be in one of the required subjects. Design and Technology, Engineering, Economics, Geography, Chemistry and Biology preferred as third subject (in that order), but not essential.  ","English Language and Mathematics at grade C or 4, plus Physics at grade C or 4 if not offered at A level.",39,"A total of 19 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. Higher Level 7, 6 required in Mathematics and Physics in any order. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics preferred as third higher level subject, but not essential.",NA
"Sustainable Built Environments, Energy and Resources",Integrated MEng,sustainable-built-environments-energy-and-resources-meng,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-meng,411,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/sustainable-built-environments-energy-and-resources-meng,AAA,"Mathematics required. Economics, Physics, Chemistry, Computer Science, Further Mathematics, Enivironmental Systems and Societies, Environmental Studies and Geography preferred.",English Language and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, including grade 6 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics, Physics, Chemistry, Computer Science, Further Mathematics, Enivironmental Systems and Societies, Environmental Studies and Geography preferred",NA
Pharmacy,MPharm,pharmacy-mpharm,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-mpharm,412,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-mpharm,AAB,"Chemistry and either Biology, Mathematics or Physics required.",English Language and Mathematics at grade B or 6.,36,"A total of 17 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",NA
Pharmacy with Integrated Pre-registration Training,MPharm,pharmacy-pre-registration-training-mpharm,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-pre-registration-training-mpharm,413,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-pre-registration-training-mpharm,NA,NA,NA,NA,NA,NA
Neuroscience,Integrated MSCi,neuroscience-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-msci,414,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-msci,AAA,"Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.",NA
Architecture,Integrated MSCi,architecture-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-msci,415,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/architecture-msci,AAB,"No specific subjects. Comprehensive portfolio of creative work required upon invitation, at application stage. At least two A level subjects should be taken from UCL's list of preferred A level subjects.",English Language and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. No specific subjects are required but a comprehensive portfolio of creative work required upon invitation, at application stage.",NA
Astrophysics,Integrated MSCi,astrophysics-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-msci,416,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/astrophysics-msci,A*AA,A*A in Mathematics and Physics required (in any order).,English Language and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including grade 7 and grade 6 in Mathematics and Physics, in any order, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Biochemistry,Integrated MSCi,biochemistry-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemistry-msci,417,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biochemistry-msci,AAA,"Biology, Chemistry and Mathematics required.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects to include Biology, Chemistry, and Mathematic, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Biological Sciences,Integrated MSCi,biological-sciences-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biological-sciences-msci,418,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/biological-sciences-msci,AAA,"Biology required plus one from Chemistry, Life and Health Sciences, Mathematics or Physics. ",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects including Biology at grade 6 and one from Chemistry, Mathematics or Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Business and Health,Integrated MSCi,business-and-health-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/business-and-health-msci,419,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/business-and-health-msci,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,"English Language at grade C or 4, plus Mathematics or Statistics at grade C or 4.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Chemistry,Integrated MSCi,chemistry-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-msci,420,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-msci,AAA,"Chemistry and at least one of Biology, Physics and Mathematics required. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.","English Language at grade C or 4, plus Mathematics at grade B or 6.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and 6 in one of Biology, Physics or Mathematics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.",NA
Chemistry (International Programme),Integrated MSCi,chemistry-international-programme-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-international-programme-msci,421,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-international-programme-msci,AAA,"Chemistry and at least one of Biology, Physics and Mathematics required. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.","English Language at grade C or 4, plus Mathematics at grade B or 6.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and 6 in one of Biology, Physics or Mathematics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.",NA
Chemistry with Management Studies,Integrated MSCi,chemistry-management-studies-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-management-studies-msci,422,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-management-studies-msci,AAA,"Chemistry and at least one of Biology, Physics and Mathematics required. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.","English Language at grade C or 4, plus Mathematics at grade B or 6.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and 6 in one of Biology, Physics or Mathematics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Physics, Mathematics, Further Mathematics, Computer Science or Psychology preferred as third subject.",NA
Chemistry with Mathematics,Integrated MSCi,chemistry-mathematics-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-mathematics-msci,423,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/chemistry-mathematics-msci,AAA,"Mathematics and Chemistry required. Physics, Biology, Further Mathematics, Psychology or Computer Science preferred as third subject.","English Language at grade C or 4, plus Mathematics at grade B or 6.",38,"A total of 18 points in three higher level subjects including 6 in Chemistry and Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Physics, Biology, Further Mathematics, Psychology or Computer Science preferred as third subject.",NA
Construction Project Management,Integrated MSCi,construction-project-management-msci,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/construction-project-management-msci,424,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/construction-project-management-msci,ABB,"Business, Economics, Geography, Information Communication Technology, Mathematics or Statistics preferred. ","English Language and Mathematics both at grade B or 6, plus a Science subject (Biology, Chemistry or Physics. Double Award acceptable) required at grade B or 6.",34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Business, Economics, Geography, Information Communication Technology, Mathematics: Analysis and Approaches or Mathematics: Applications and Interpretation or Statistics preferred. ",NA
